CustomerID,Passport,NumberOfTrips,CityTier,NumberOfFollowups,DurationOfPitch,MonthlyIncome,Occupation,PreferredPropertyStar,OwnCar,Designation,TypeofContact,NumberOfPersonVisiting,ProductPitched,Age,MaritalStatus,DeviceUsed,Gender,PitchSatisfactionScore,ProductTaken,NumberOfChildrenVisiting
201270,No,6.0,Tier 3 City,5.0,9.0,21029.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,34.0,Single,Mobile,Female,1,No,0.0
201271,No,2.0,Tier 3 City,3.0,13.0,17679.0,Small Business,4.0,Yes,Executive,Self Enquiry,2,Basic,21.0,Single,Mobile,Male,5,Yes,1.0
201272,No,2.0,Tier 1 City,4.0,12.0,18702.0,Salaried,3.0,No,Executive,Self Enquiry,2,Basic,,Married,Desktop,Female,3,No,1.0
201273,Yes,2.0,Tier 1 City,3.0,14.0,17398.0,Small Business,5.0,No,Executive,Self Enquiry,3,Basic,22.0,Married,Desktop,Female,3,Yes,1.0
201274,No,2.0,Tier 3 City,4.0,35.0,20468.0,Small Business,3.0,Yes,Manager,Self Enquiry,3,Deluxe,31.0,Married,Mobile,Female,3,No,0.0
201275,No,3.0,Tier 1 City,3.0,9.0,28116.0,Large Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,51.0,Married,Desktop,Female,4,No,1.0
201276,No,2.0,Tier 3 City,4.0,15.0,,Small Business,4.0,No,Manager,Self Enquiry,2,Deluxe,,Married,Mobile,Male,4,No,1.0
201277,Yes,1.0,Tier 1 City,3.0,8.0,34328.0,Small Business,3.0,Yes,VP,Self Enquiry,2,King,46.0,Married,Desktop,Male,1,No,1.0
201278,Yes,1.0,Tier 1 City,3.0,16.0,23321.0,Salaried,5.0,Yes,Senior Manager,Self Enquiry,2,Standard,36.0,Married,Desktop,Male,5,No,1.0
201279,Yes,2.0,Tier 1 City,3.0,6.0,17342.0,Small Business,4.0,Yes,Executive,Company Invited,2,Basic,44.0,Married,Desktop,Male,3,Yes,1.0
201280,No,3.0,Tier 2 City,3.0,14.0,,Salaried,4.0,Yes,Manager,Self Enquiry,2,Deluxe,,Married,Mobile,Male,3,No,1.0
201281,Yes,2.0,Tier 3 City,3.0,33.0,20813.0,Salaried,3.0,No,Manager,Self Enquiry,2,Deluxe,35.0,Single,Mobile,Male,5,Yes,0.0
201282,No,7.0,Tier 1 City,1.0,14.0,18143.0,Salaried,5.0,Yes,Executive,Self Enquiry,2,Basic,33.0,Married,Desktop,Male,3,No,1.0
201283,No,2.0,Tier 1 City,3.0,6.0,17044.0,Salaried,3.0,No,Executive,Self Enquiry,2,Basic,28.0,Married,Desktop,Male,1,No,0.0
201284,No,1.0,Tier 1 City,3.0,16.0,28464.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,3,Standard,39.0,Unmarried,Desktop,Male,3,No,0.0
201285,No,1.0,Tier 3 City,4.0,32.0,22991.0,Salaried,4.0,Yes,Manager,Company Invited,3,Deluxe,46.0,Unmarried,Mobile,Male,4,No,2.0
201286,No,5.0,Tier 1 City,3.0,8.0,18377.0,Salaried,5.0,Yes,Executive,Self Enquiry,2,Basic,,Married,Desktop,Female,4,No,1.0
201287,No,6.0,Tier 1 City,1.0,19.0,20538.0,Small Business,5.0,Yes,Manager,Self Enquiry,3,Deluxe,42.0,Married,Desktop,Male,4,No,0.0
201288,No,3.0,Tier 1 City,3.0,8.0,20762.0,Small Business,3.0,No,Manager,Company Invited,2,Deluxe,35.0,Married,Desktop,Male,3,No,1.0
201289,No,6.0,Tier 2 City,3.0,8.0,17592.0,Salaried,4.0,Yes,Executive,Company Invited,3,Basic,38.0,Married,Mobile,Male,3,No,2.0
201290,No,5.0,Tier 1 City,3.0,15.0,20346.0,Salaried,5.0,No,Manager,Company Invited,3,Deluxe,34.0,Married,Desktop,Male,3,Yes,1.0
201291,No,2.0,Tier 1 City,3.0,16.0,,Small Business,5.0,No,Manager,Self Enquiry,2,Deluxe,,Single,Desktop,Male,4,Yes,0.0
201292,No,3.0,Tier 3 City,3.0,26.0,,Salaried,3.0,Yes,Manager,Company Invited,2,Deluxe,,Married,Mobile,Male,3,No,0.0
201293,No,5.0,Tier 1 City,3.0,15.0,17438.0,Salaried,3.0,No,Executive,Company Invited,2,Basic,43.0,Single,Desktop,Male,3,No,1.0
201294,No,4.0,Tier 1 City,1.0,11.0,21870.0,Salaried,4.0,Yes,Manager,Self Enquiry,2,Deluxe,41.0,Unmarried,Desktop,Male,5,No,0.0
201295,Yes,1.0,Tier 3 City,3.0,10.0,25447.0,Small Business,3.0,No,Senior Manager,Self Enquiry,2,Standard,41.0,Married,Mobile,Female,1,No,1.0
201296,No,1.0,Tier 1 City,3.0,16.0,24667.0,Small Business,3.0,No,Senior Manager,Self Enquiry,3,Standard,30.0,Unmarried,Desktop,,4,No,0.0
201297,Yes,1.0,Tier 2 City,3.0,26.0,17148.0,Small Business,4.0,No,Executive,Self Enquiry,3,Basic,26.0,Married,Mobile,Female,3,Yes,1.0
201298,No,5.0,Tier 1 City,3.0,27.0,23926.0,Small Business,4.0,Yes,Manager,Self Enquiry,3,Deluxe,46.0,Married,Desktop,Female,3,Yes,2.0
201299,No,5.0,Tier 1 City,3.0,6.0,21513.0,Salaried,3.0,No,Manager,Self Enquiry,2,Deluxe,40.0,Married,Desktop,Female,3,No,1.0
201300,No,2.0,Tier 3 City,1.0,14.0,21799.0,Large Business,3.0,No,Manager,Self Enquiry,3,Deluxe,34.0,Married,Mobile,Male,1,No,2.0
201301,No,5.0,Tier 3 City,3.0,8.0,17705.0,Small Business,4.0,Yes,AVP,Company Invited,2,Super Deluxe,58.0,Married,Mobile,Male,4,No,0.0
201302,No,1.0,Tier 1 City,5.0,29.0,17705.0,Small Business,3.0,Yes,Executive,Self Enquiry,3,Basic,35.0,Married,Desktop,Male,1,No,0.0
201303,Yes,1.0,Tier 1 City,4.0,10.0,25333.0,Salaried,4.0,Yes,Senior Manager,Self Enquiry,3,Standard,47.0,Married,Desktop,Female,4,No,2.0
201304,No,3.0,Tier 1 City,3.0,,,Salaried,5.0,Yes,Manager,Self Enquiry,2,Deluxe,40.0,Married,Desktop,Female,1,No,1.0
201305,No,5.0,Tier 1 City,3.0,13.0,21854.0,Small Business,3.0,Yes,Manager,Self Enquiry,3,Deluxe,54.0,Married,Desktop,Female,3,No,1.0
201306,No,3.0,Tier 3 City,3.0,13.0,24637.0,Small Business,5.0,Yes,Senior Manager,Company Invited,3,Standard,31.0,Married,Mobile,Female,1,No,2.0
201307,No,2.0,Tier 1 City,3.0,6.0,18591.0,Small Business,5.0,Yes,Executive,Self Enquiry,3,Basic,,Married,Desktop,Female,1,No,0.0
201308,Yes,3.0,Tier 3 City,5.0,8.0,20405.0,Small Business,3.0,No,Manager,Self Enquiry,3,Deluxe,38.0,Married,Mobile,Female,3,No,0.0
201309,No,2.0,Tier 3 City,3.0,,19684.0,Small Business,3.0,No,Manager,Self Enquiry,2,Deluxe,26.0,Single,Mobile,Male,1,No,0.0
201310,Yes,3.0,Tier 1 City,3.0,21.0,30787.0,Salaried,3.0,Yes,AVP,Company Invited,2,Super Deluxe,58.0,Married,Desktop,Male,1,No,0.0
201311,No,2.0,Tier 1 City,3.0,20.0,16514.0,Small Business,3.0,Yes,Executive,Company Invited,2,Basic,18.0,Single,Desktop,Female,5,No,0.0
201312,No,1.0,Tier 2 City,1.0,24.0,17956.0,Salaried,5.0,Yes,Executive,Self Enquiry,2,Basic,31.0,Married,Mobile,Male,1,Yes,0.0
201313,Yes,5.0,Tier 2 City,4.0,19.0,17335.0,Salaried,5.0,Yes,Executive,Self Enquiry,2,Basic,29.0,Married,Mobile,Male,5,Yes,1.0
201314,No,5.0,Tier 3 City,3.0,8.0,20154.0,Salaried,3.0,Yes,Manager,Company Invited,3,Deluxe,45.0,Married,Mobile,Female,1,No,2.0
201315,Yes,5.0,Tier 1 City,3.0,8.0,21962.0,Salaried,4.0,No,Manager,Self Enquiry,3,Deluxe,36.0,Married,Desktop,Female,4,No,0.0
201316,No,2.0,Tier 3 City,3.0,8.0,20675.0,Salaried,3.0,Yes,Manager,Company Invited,3,Deluxe,43.0,Married,Mobile,Male,3,No,2.0
201317,Yes,1.0,Tier 1 City,3.0,11.0,17379.0,Salaried,3.0,Yes,Executive,Company Invited,2,Basic,27.0,Single,Desktop,Female,1,No,1.0
201318,No,2.0,Tier 1 City,3.0,26.0,,Small Business,3.0,Yes,Executive,Company Invited,2,Basic,,Married,Desktop,Male,3,No,1.0
201319,No,1.0,Tier 3 City,3.0,,19648.0,Small Business,3.0,Yes,Manager,Company Invited,3,Deluxe,32.0,Single,Mobile,Male,3,No,1.0
201320,No,4.0,Tier 1 City,3.0,16.0,17936.0,Large Business,3.0,Yes,Executive,Company Invited,2,Basic,42.0,Married,Desktop,Male,4,No,0.0
201321,No,5.0,Tier 1 City,3.0,15.0,17105.0,Salaried,3.0,Yes,Executive,Self Enquiry,3,Basic,47.0,Single,Desktop,Female,3,No,0.0
201322,No,4.0,Tier 1 City,3.0,8.0,23578.0,Salaried,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,46.0,Married,Desktop,Male,1,No,1.0
201323,No,2.0,Tier 2 City,3.0,6.0,17706.0,Salaried,3.0,No,Executive,Company Invited,2,Basic,28.0,Married,Mobile,Male,4,No,1.0
201324,No,1.0,Tier 1 City,5.0,35.0,21384.0,Salaried,3.0,Yes,Manager,Self Enquiry,3,Deluxe,29.0,Married,Desktop,Male,5,No,2.0
201325,No,5.0,Tier 1 City,3.0,14.0,,Salaried,3.0,Yes,Executive,Self Enquiry,2,Basic,,Single,Desktop,Male,1,No,1.0
201326,Yes,1.0,Tier 3 City,4.0,8.0,24907.0,Small Business,4.0,Yes,Manager,Self Enquiry,2,Deluxe,32.0,Unmarried,Mobile,Male,1,Yes,0.0
201327,No,3.0,Tier 3 City,1.0,9.0,28225.0,Large Business,5.0,Yes,AVP,Self Enquiry,2,Super Deluxe,46.0,Married,Mobile,Female,3,No,0.0
201328,No,2.0,Tier 3 City,4.0,29.0,18540.0,Small Business,3.0,Yes,Manager,Self Enquiry,2,Deluxe,,Married,Mobile,Female,1,No,1.0
201329,No,2.0,Tier 2 City,4.0,12.0,17804.0,Small Business,4.0,Yes,Executive,Self Enquiry,2,Basic,29.0,Married,Mobile,Male,3,No,1.0
201330,No,1.0,Tier 1 City,4.0,12.0,34392.0,Small Business,3.0,Yes,VP,Self Enquiry,2,King,43.0,Married,Desktop,Female,3,No,1.0
201331,No,5.0,Tier 1 City,4.0,16.0,34665.0,Salaried,4.0,Yes,VP,Self Enquiry,3,King,48.0,Married,Desktop,Male,3,No,
201332,Yes,2.0,Tier 1 City,4.0,30.0,17439.0,Salaried,3.0,Yes,Executive,Company Invited,3,Basic,29.0,Single,Desktop,Male,3,Yes,2.0
201333,No,6.0,Tier 3 City,3.0,16.0,22314.0,Salaried,4.0,No,Senior Manager,Self Enquiry,3,Standard,46.0,Married,Mobile,Female,1,Yes,2.0
201334,No,1.0,Tier 1 City,4.0,,19774.0,Salaried,5.0,Yes,Executive,Company Invited,3,Basic,27.0,Married,Desktop,Female,4,No,0.0
201335,No,1.0,Tier 1 City,3.0,25.0,,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,,Married,Desktop,Male,5,No,0.0
201336,No,1.0,Tier 1 City,4.0,8.0,17662.0,Large Business,3.0,No,Executive,Self Enquiry,3,Basic,55.0,Married,Desktop,Male,5,No,0.0
201337,No,2.0,Tier 3 City,3.0,9.0,17856.0,Small Business,4.0,Yes,Executive,Self Enquiry,3,Basic,28.0,Married,Mobile,Female,1,No,0.0
201338,No,2.0,Tier 3 City,3.0,15.0,16081.0,Small Business,3.0,No,Executive,Self Enquiry,2,Basic,30.0,Single,Mobile,Male,5,Yes,0.0
201339,Yes,2.0,Tier 1 City,3.0,13.0,17472.0,Salaried,4.0,Yes,Executive,Self Enquiry,3,Basic,22.0,Single,Desktop,Male,3,Yes,0.0
201340,Yes,2.0,Tier 3 City,4.0,16.0,20673.0,Large Business,3.0,Yes,Manager,Self Enquiry,3,Deluxe,36.0,Married,Mobile,Female,1,No,2.0
201341,No,2.0,Tier 1 City,3.0,26.0,,Salaried,3.0,No,Manager,Self Enquiry,2,Deluxe,,Married,Desktop,Male,5,No,0.0
201342,Yes,3.0,Tier 3 City,3.0,10.0,24713.0,Salaried,3.0,No,Senior Manager,Self Enquiry,3,Standard,34.0,Married,Mobile,Male,4,No,2.0
201343,No,4.0,Tier 1 City,3.0,13.0,17062.0,Salaried,5.0,No,Executive,Self Enquiry,2,Basic,29.0,Single,Desktop,Male,4,No,0.0
201344,Yes,6.0,Tier 1 City,3.0,,,Small Business,5.0,No,Manager,Self Enquiry,3,Deluxe,37.0,Married,Desktop,Male,3,No,0.0
201345,Yes,1.0,Tier 1 City,4.0,,19788.0,Salaried,4.0,Yes,Manager,Self Enquiry,2,Deluxe,35.0,Married,Desktop,Female,1,No,1.0
201346,No,1.0,Tier 1 City,4.0,31.0,20906.0,Salaried,3.0,No,Manager,Self Enquiry,3,Deluxe,45.0,Married,Desktop,Female,4,No,0.0
201347,No,2.0,Tier 2 City,4.0,8.0,,Salaried,3.0,Yes,Manager,Company Invited,3,Deluxe,,Single,Mobile,Male,3,No,0.0
201348,No,3.0,Tier 1 City,3.0,6.0,31823.0,Salaried,5.0,Yes,AVP,Self Enquiry,3,Super Deluxe,40.0,Married,Desktop,Male,3,No,2.0
201349,Yes,2.0,Tier 1 City,4.0,6.0,17933.0,Salaried,3.0,No,Executive,Self Enquiry,2,Basic,26.0,Married,Desktop,Female,4,No,0.0
201350,No,1.0,Tier 3 City,1.0,8.0,21500.0,Small Business,3.0,No,Manager,Self Enquiry,2,Deluxe,27.0,Unmarried,Mobile,Female,1,No,1.0
201351,No,4.0,Tier 1 City,3.0,28.0,32174.0,Small Business,3.0,No,AVP,Company Invited,2,Super Deluxe,48.0,Married,Desktop,Female,5,No,0.0
201352,No,3.0,Tier 1 City,,6.0,20033.0,Salaried,5.0,Yes,Manager,Self Enquiry,3,Deluxe,44.0,Married,Desktop,Male,3,No,2.0
201353,Yes,2.0,Tier 1 City,5.0,22.0,17307.0,Large Business,5.0,Yes,Executive,Company Invited,2,Basic,34.0,Married,Desktop,Male,3,Yes,0.0
201354,No,2.0,Tier 1 City,3.0,30.0,17587.0,Salaried,3.0,No,Executive,Self Enquiry,3,Basic,56.0,Single,Desktop,Male,3,Yes,0.0
201355,No,3.0,Tier 3 City,4.0,23.0,20507.0,Small Business,4.0,Yes,Manager,Self Enquiry,2,Deluxe,36.0,Married,Mobile,Male,4,No,0.0
201356,No,6.0,Tier 3 City,3.0,,,Small Business,4.0,Yes,Manager,,2,Deluxe,41.0,Married,Mobile,Female,3,No,1.0
201357,No,1.0,Tier 1 City,3.0,12.0,28348.0,Small Business,5.0,Yes,Senior Manager,Self Enquiry,2,Standard,42.0,Married,Desktop,Male,3,No,0.0
201358,Yes,3.0,Tier 3 City,3.0,16.0,21583.0,Small Business,3.0,No,Manager,Self Enquiry,2,Deluxe,31.0,Married,Mobile,Female,1,No,0.0
201359,Yes,4.0,Tier 3 City,4.0,9.0,23103.0,Small Business,3.0,No,Manager,Self Enquiry,3,Deluxe,34.0,Married,Mobile,Female,3,No,0.0
201360,No,1.0,Tier 1 City,1.0,10.0,,Small Business,3.0,Yes,Executive,Self Enquiry,3,Basic,,Married,Desktop,Female,5,No,2.0
201361,No,1.0,Tier 1 City,1.0,12.0,17544.0,Salaried,3.0,Yes,Executive,Company Invited,3,Basic,26.0,Married,Desktop,Male,4,No,1.0
201362,No,5.0,Tier 1 City,3.0,6.0,20399.0,Small Business,3.0,Yes,Manager,Company Invited,2,Deluxe,45.0,Single,Desktop,Male,1,No,1.0
201363,No,2.0,Tier 3 City,3.0,16.0,20487.0,Small Business,3.0,No,Manager,Self Enquiry,2,Deluxe,33.0,Single,Mobile,Male,1,No,0.0
201364,Yes,2.0,Tier 3 City,4.0,6.0,21834.0,Salaried,3.0,No,Manager,Company Invited,2,Deluxe,28.0,Married,Mobile,Male,1,No,0.0
201365,No,2.0,Tier 3 City,1.0,30.0,16091.0,Large Business,5.0,Yes,Executive,Company Invited,2,Basic,29.0,Single,Mobile,Male,3,Yes,1.0
201366,No,7.0,Tier 3 City,5.0,27.0,20736.0,Salaried,3.0,No,Manager,Company Invited,2,Deluxe,39.0,Married,Mobile,Female,5,No,0.0
201367,No,2.0,Tier 1 City,3.0,8.0,17226.0,Large Business,4.0,Yes,Executive,Self Enquiry,2,Basic,27.0,Married,Desktop,Male,4,No,1.0
201368,Yes,2.0,Tier 1 City,4.0,28.0,20747.0,Salaried,3.0,Yes,Manager,Company Invited,2,Deluxe,34.0,Married,Desktop,Male,1,No,0.0
201369,Yes,4.0,Tier 3 City,3.0,19.0,24854.0,Small Business,3.0,Yes,Manager,Self Enquiry,2,Deluxe,28.0,Unmarried,Mobile,,5,Yes,1.0
201370,No,1.0,Tier 1 City,3.0,20.0,20467.0,Large Business,4.0,No,Manager,Company Invited,3,Deluxe,47.0,Married,Desktop,Male,3,No,2.0
201371,No,5.0,Tier 3 City,4.0,17.0,20380.0,Small Business,5.0,No,Manager,Self Enquiry,2,Deluxe,56.0,Married,Mobile,Female,5,No,1.0
201372,No,2.0,Tier 1 City,3.0,15.0,20151.0,Small Business,5.0,Yes,Manager,Self Enquiry,2,Deluxe,39.0,Married,Desktop,Male,4,No,0.0
201373,Yes,2.0,Tier 1 City,4.0,14.0,17133.0,Small Business,4.0,Yes,Manager,Company Invited,2,Deluxe,38.0,Married,Desktop,Female,1,No,0.0
201374,Yes,5.0,Tier 3 City,3.0,27.0,32875.0,Salaried,3.0,Yes,AVP,Self Enquiry,3,Super Deluxe,58.0,Married,Mobile,Female,5,No,0.0
201375,Yes,4.0,Tier 1 City,1.0,11.0,17432.0,Salaried,3.0,No,Executive,Company Invited,2,Basic,32.0,Single,Desktop,Female,1,Yes,1.0
201376,No,3.0,Tier 1 City,3.0,,19771.0,Salaried,3.0,Yes,Executive,Self Enquiry,3,Basic,38.0,Married,Desktop,Male,1,No,1.0
201377,No,4.0,Tier 1 City,3.0,8.0,34161.0,Salaried,3.0,Yes,VP,Company Invited,2,King,49.0,Married,Desktop,Male,3,No,0.0
201378,Yes,4.0,Tier 3 City,3.0,18.0,20087.0,Small Business,3.0,No,Manager,Self Enquiry,3,Deluxe,42.0,Married,Mobile,Male,1,No,0.0
201379,No,2.0,Tier 2 City,4.0,28.0,17863.0,Salaried,4.0,Yes,Executive,Company Invited,2,Basic,27.0,Married,Mobile,Female,1,Yes,0.0
201380,No,1.0,Tier 3 City,3.0,24.0,17144.0,Small Business,5.0,No,Manager,Self Enquiry,3,Deluxe,35.0,Married,Mobile,Male,3,No,0.0
201381,No,2.0,Tier 1 City,3.0,22.0,17144.0,Small Business,3.0,No,Executive,Company Invited,2,Basic,28.0,Single,Desktop,Male,3,No,0.0
201382,Yes,2.0,Tier 1 City,3.0,9.0,18065.0,Small Business,5.0,No,Executive,Company Invited,2,Basic,31.0,Married,Desktop,Male,1,No,0.0
201383,No,2.0,Tier 1 City,1.0,15.0,17810.0,Salaried,4.0,Yes,Executive,Company Invited,3,Basic,36.0,Married,Desktop,Male,5,No,0.0
201384,No,2.0,Tier 3 City,3.0,6.0,24888.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,34.0,Unmarried,Mobile,Male,5,No,0.0
201385,No,2.0,Tier 3 City,3.0,19.0,23628.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,34.0,Married,Mobile,Male,1,No,1.0
201386,No,1.0,Tier 1 City,3.0,6.0,17867.0,Small Business,5.0,Yes,Executive,Self Enquiry,3,Basic,26.0,Single,Desktop,Male,5,No,2.0
201387,No,1.0,Tier 1 City,3.0,6.0,20373.0,Salaried,5.0,Yes,Manager,Self Enquiry,2,Deluxe,29.0,Married,Desktop,Male,3,No,0.0
201388,No,6.0,Tier 1 City,3.0,21.0,21667.0,Small Business,3.0,No,Manager,Company Invited,2,Deluxe,32.0,Married,Desktop,Female,3,No,1.0
201389,No,2.0,Tier 1 City,,6.0,20003.0,Salaried,5.0,Yes,Manager,Company Invited,2,Deluxe,31.0,Married,Desktop,Male,1,No,1.0
201390,No,6.0,Tier 1 City,4.0,23.0,17367.0,Large Business,3.0,No,Executive,Self Enquiry,2,Basic,28.0,Married,Desktop,Male,3,Yes,1.0
201391,No,5.0,Tier 3 City,4.0,6.0,17858.0,Salaried,5.0,No,Executive,Self Enquiry,2,Basic,38.0,Single,Mobile,Male,3,No,1.0
201392,Yes,2.0,Tier 3 City,3.0,13.0,20204.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,35.0,Married,Mobile,Female,4,No,1.0
201393,No,2.0,Tier 3 City,3.0,15.0,,Small Business,3.0,No,Manager,Self Enquiry,2,Deluxe,,Single,Mobile,Male,1,No,1.0
201394,No,1.0,Tier 1 City,4.0,11.0,24679.0,Salaried,3.0,No,Manager,Self Enquiry,2,Deluxe,32.0,Unmarried,Desktop,Male,1,No,1.0
201395,Yes,2.0,Tier 3 City,3.0,32.0,20617.0,Small Business,3.0,No,Manager,Company Invited,3,Deluxe,31.0,Married,Mobile,Male,3,Yes,1.0
201396,Yes,7.0,Tier 3 City,3.0,30.0,25448.0,Salaried,5.0,Yes,Senior Manager,Self Enquiry,3,Standard,53.0,Unmarried,Mobile,Male,3,Yes,2.0
201397,No,4.0,Tier 1 City,3.0,15.0,17897.0,Salaried,3.0,No,Manager,Self Enquiry,3,Deluxe,54.0,Married,Desktop,Female,5,No,1.0
201398,No,2.0,Tier 1 City,3.0,13.0,20968.0,Salaried,3.0,Yes,Manager,Company Invited,2,Deluxe,33.0,Married,Desktop,Male,5,No,1.0
201399,No,2.0,Tier 1 City,3.0,17.0,22510.0,Salaried,3.0,Yes,Senior Manager,Self Enquiry,1,Standard,43.0,Married,Desktop,Male,1,No,0.0
201400,Yes,1.0,Tier 2 City,3.0,6.0,17991.0,Salaried,4.0,Yes,Executive,Company Invited,2,Basic,38.0,Married,Mobile,Male,1,No,1.0
201401,Yes,5.0,Tier 2 City,1.0,32.0,34636.0,Salaried,4.0,Yes,VP,Self Enquiry,3,King,55.0,Married,Mobile,Male,5,No,
201402,Yes,2.0,Tier 1 City,5.0,8.0,16129.0,Small Business,3.0,Yes,Executive,Self Enquiry,2,Basic,31.0,Married,Desktop,Female,5,No,0.0
201403,No,1.0,Tier 3 City,3.0,21.0,28341.0,Small Business,5.0,Yes,AVP,Self Enquiry,3,Super Deluxe,39.0,Unmarried,Mobile,Male,1,No,2.0
201404,No,2.0,Tier 1 City,4.0,,,Salaried,3.0,Yes,Manager,Company Invited,2,Deluxe,42.0,Single,Desktop,Male,3,No,1.0
201405,No,5.0,Tier 1 City,3.0,16.0,26031.0,Small Business,3.0,Yes,Senior Manager,Company Invited,2,Standard,31.0,Married,Desktop,Female,1,No,1.0
201406,Yes,7.0,Tier 1 City,3.0,,,Small Business,5.0,No,Manager,Self Enquiry,3,Deluxe,54.0,Single,Desktop,Female,1,No,0.0
201407,No,2.0,Tier 1 City,4.0,,19617.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,24.0,Single,Desktop,Male,3,No,1.0
201408,No,2.0,Tier 1 City,3.0,18.0,17647.0,Salaried,3.0,Yes,Executive,Self Enquiry,3,Basic,23.0,Single,Desktop,Male,5,No,0.0
201409,No,2.0,Tier 1 City,3.0,17.0,21323.0,Large Business,3.0,Yes,Manager,Company Invited,3,Deluxe,40.0,Married,Desktop,Female,3,No,1.0
201410,No,4.0,Tier 3 City,3.0,8.0,20677.0,Small Business,4.0,Yes,Manager,Self Enquiry,3,Deluxe,40.0,Married,Mobile,Female,3,No,1.0
201411,No,5.0,Tier 2 City,3.0,8.0,17187.0,Salaried,4.0,No,Executive,Self Enquiry,2,Basic,25.0,Married,Mobile,Female,4,No,0.0
201412,No,2.0,Tier 1 City,3.0,6.0,,Small Business,4.0,No,Executive,Self Enquiry,3,Basic,,Married,Desktop,Male,5,No,1.0
201413,Yes,7.0,Tier 1 City,3.0,8.0,,Salaried,3.0,No,Executive,Self Enquiry,2,Basic,,Married,Desktop,Male,5,No,0.0
201414,No,3.0,Tier 1 City,3.0,31.0,23633.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,47.0,Unmarried,Desktop,Male,3,No,0.0
201415,No,2.0,Tier 1 City,4.0,6.0,17008.0,Small Business,3.0,No,Executive,Company Invited,2,Basic,33.0,Married,Desktop,Male,3,No,0.0
201416,No,1.0,Tier 3 City,3.0,,,Salaried,4.0,Yes,Manager,Self Enquiry,2,Deluxe,38.0,Married,Mobile,Male,4,No,1.0
201417,No,1.0,Tier 3 City,3.0,8.0,18067.0,Salaried,3.0,Yes,Executive,Self Enquiry,2,Basic,31.0,Married,Mobile,Male,4,No,0.0
201418,No,3.0,Tier 1 City,4.0,12.0,20321.0,Salaried,3.0,Yes,Manager,Company Invited,3,Deluxe,38.0,Married,Desktop,Male,4,No,1.0
201419,Yes,7.0,Tier 1 City,3.0,24.0,20410.0,Salaried,5.0,No,Manager,Self Enquiry,2,Deluxe,42.0,Married,Desktop,Male,1,No,0.0
201420,No,4.0,Tier 1 City,3.0,6.0,17782.0,Salaried,3.0,No,Executive,Self Enquiry,3,Basic,41.0,Married,Desktop,Male,1,No,0.0
201421,No,1.0,Tier 1 City,3.0,6.0,26957.0,Small Business,4.0,No,Senior Manager,Company Invited,3,Standard,47.0,Married,Desktop,Female,5,No,0.0
201422,Yes,1.0,Tier 1 City,3.0,17.0,17660.0,Small Business,3.0,No,Executive,Self Enquiry,2,Basic,35.0,Married,Desktop,Male,5,No,0.0
201423,No,1.0,Tier 1 City,3.0,6.0,18375.0,Salaried,3.0,No,Executive,Self Enquiry,3,Basic,,Single,Desktop,Male,3,No,2.0
201424,No,2.0,Tier 1 City,3.0,15.0,20098.0,Small Business,3.0,No,Manager,Self Enquiry,2,Deluxe,35.0,Single,Desktop,Male,4,No,1.0
201425,Yes,1.0,Tier 1 City,3.0,,19878.0,Small Business,3.0,Yes,Manager,Self Enquiry,3,Deluxe,33.0,Married,Desktop,Female,1,No,1.0
201426,No,2.0,Tier 1 City,4.0,35.0,17837.0,Salaried,4.0,Yes,Executive,Self Enquiry,2,Basic,32.0,Single,Desktop,Female,3,No,0.0
201427,No,1.0,Tier 1 City,3.0,6.0,17406.0,Salaried,3.0,No,Executive,Self Enquiry,2,Basic,40.0,Married,Desktop,Male,1,No,0.0
201428,No,1.0,Tier 3 City,4.0,6.0,17269.0,Small Business,4.0,No,Executive,Self Enquiry,3,Basic,32.0,Married,Mobile,Male,1,No,2.0
201429,No,1.0,Tier 1 City,3.0,30.0,,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,,Single,Desktop,Male,4,No,0.0
201430,No,4.0,Tier 1 City,5.0,16.0,28206.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,38.0,Married,Desktop,Female,1,No,1.0
201431,No,2.0,Tier 3 City,3.0,6.0,25422.0,Small Business,3.0,Yes,Senior Manager,Self Enquiry,2,Standard,32.0,Married,Mobile,Female,5,No,0.0
201432,Yes,2.0,Tier 1 City,1.0,16.0,28744.0,Salaried,3.0,No,Senior Manager,Self Enquiry,2,Standard,37.0,Married,Desktop,Female,1,No,1.0
201433,Yes,1.0,Tier 3 City,3.0,14.0,19907.0,Salaried,3.0,Yes,Manager,Self Enquiry,2,Deluxe,25.0,Married,Mobile,Female,1,No,1.0
201434,No,3.0,Tier 3 City,3.0,126.0,18482.0,Salaried,3.0,Yes,Executive,Company Invited,2,Basic,,Married,Mobile,Male,1,No,1.0
